text,category,date-received,sender,sender_category,label
<BLANK>,smishing,2025-08-27 17:57:49,122,Short_Code,1
<BLANK>,smishing,2025-08-27 17:58:11,122,Short_Code,1
<BLANK>,smishing,2025-08-27 17:58:32,122,Short_Code,1
<BLANK>,smishing,2025-08-29 05:16:52,122,Short_Code,1
<BLANK>,smishing,2025-08-29 05:17:05,122,Short_Code,1
<BLANK>,smishing,2025-08-29 05:17:24,122,Short_Code,1
<BLANK>,smishing,2025-08-29 05:17:36,122,Short_Code,1
<BLANK>,smishing,2025-09-04 08:48:59,122,Short_Code,1
<BLANK>,smishing,2025-09-04 08:49:11,122,Short_Code,1
<BLANK>,smishing,2025-09-04 08:49:31,122,Short_Code,1
<BLANK>,smishing,2025-09-05 14:45:39,122,Short_Code,1
<BLANK>,smishing,2025-09-05 14:45:52,122,Short_Code,1
<BLANK>,smishing,2025-09-05 14:46:13,122,Short_Code,1
<BLANK>,smishing,2025-09-05 14:46:27,122,Short_Code,1
"Never click on links from unknown senders. These links can steal your personal data, bank info, and money. Be aware and cautious always.",gov,2025-08-10 08:11:05,NTC,Verified_Brand,0
"Legitimate companies will never ask for your passwords, OTPs, or credit card details via text. Protect your info-never share it with anyone. Don't click links from whatever source.",gov,2025-08-11 07:54:06,NTC,Verified_Brand,0
"Did you win a prize or receive a package you didn't expect? If an offer seems too good to be true, it's a scam. Trust your gut and ignore it. Don't click links from anyone.",gov,2025-08-12 07:22:59,NTC,Verified_Brand,0
"Received a suspicious message? Delete it immediately. To verify a message, contact the company directly using official channels- do not click the link from the text.",gov,2025-08-13 09:09:35,NTC,Verified_Brand,0
"Form. Function. Earth-friendly.

Get up to 20% off on Native Union products until July 31, 2025!

Promo runs at all Power Mac Center and The Loop stores.",ads,2025-07-11 10:08:51,PMC,Verified_Brand,0
"Score up to P28,000 off on select Apple devices with GGives. 

Visit Power Mac Center until August 31, 2025 to know more.",ads,2025-07-28 13:35:10,PMC,Verified_Brand,0
"Hi, SCOTT. Good news! You are now qualified for a Pag-IBIG Multi-Purpose Loan (MPL). Apply now and receive your loan in as fast as 3 days! Enjoy low monthly payments and choose to pay your loan under a 2 or 3-year payment term. You may now file your loan application at any Pag-IBIG Fund branch or online by going to the Pag-IBIG Fund website> Virtual Pag-IBIG for Members> Apply for and Manage Loans> Apply for a Short-Term Loan. To know more about the Pag-IBIG Multi-Purpose Loan, you may call us at (02)87-244244, email us at contactus@pagibigfund.gov.ph, or chat with us by visiting our website. 'Yan ang Pag-IBIG Multi-Purpose Loan - Tulong na Maaasahan! ",gov,2025-07-11 11:45:07,PAGIBIGFUND,Verified_Brand,0
"Hi SCOTT! May extra cash ka na, may chance ka pang manalo sa LOAN-TO-WIN RAFFLE PROMO! Sa Pag-IBIG Multi-Purpose Loan, mas malaki na ang pwedeng mahiram at mas madali na rin mag-qualify! Mag-apply na ng Pag-IBIG Multi-Purpose Loan para makasali sa 2nd Raffle Draw sa 22 August 2025. For more details, visit our website then go to the LOAN-TO-WIN RAFFLE PROMO page. ",gov,2025-07-25 15:23:56,PAGIBIGFUND,Verified_Brand,0
"Hi! Na-register mo na ba ang GFiber Prepaid account mo sa GlobeOne app?

I-register na ang mobile number 09088949581 para magawa ang mga sumusunod:
- Bumili o i-monitor ang status ng iyong GFiberSURF promos
- Mag-earn at mag-redeem ng Rewards
- Get Help and Support under HELP > GFiber Prepaid concerns

Download the GlobeOne app now via the App Store or Google Play to register your GFiber Prepaid account!",ads,2025-06-27 11:57:35,GLOBECARE,Verified_Brand,0
"We hope you are enjoying your FREE UNLI Internet gamit ang iyong GFiber Prepaid! Laging tandaan na makikita ang iyong WIFI name at password sa modem box kung saan ito ay isinulat ng aming Globe AT HOME Broadband Specialist. During the installation, pinaalalahanan din po kayo ng aming specialist na kuhanan ito ng litrato for future reference. Salamat!",ads,2025-06-27 12:20:21,GLOBECARE,Verified_Brand,0
"Get as much as P3,000 EXTRA savings with your BDO Credit Card!

Shop at SM Store & SM Retail stores:
10% OFF on BUY NOW PAY LATER
5% OFF on straight purchase

Promo runs on:
July 16-20: SM North EDSA
July 18-20: SM Masinag, Sucat and The Podium

Search SM 3-Day Sale at BDO website for T&Cs. DTI230132",ads,2025-07-16 08:37:36,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest up to 36 months at BSD International, Techno Kid, Phoneville Mobile, Mobile World & more w/ your BDO Credit Card! Get P300 OFF + FREE JisuLife fan w/ P25K min spend until 08/31/25. 1st installment will be billed on your next SOA. Visit BDO Website for T&Cs DTI230348 225361",ads,2025-07-16 10:23:26,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest up to 24 mos at Fone Style w/ your BDO Credit Card! Get up to P6,300 OFF + FREE accessories w/ select smartphone purchase until 9/30/25. Plus, spend anywhere & earn up to P6K Cashback until 7/31/25. Enroll now. Visit BDO Website, search Fone Style for T&Cs DTI229692 225361",ads,2025-07-17 10:42:48,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest up to 24 months at select Huawei Concept Stores w/ your BDO Credit Card! Get freebies w/ Huawei Mate X6 purchase until 9/30/25. Plus, spend anywhere & earn up to P6K Cashback until 7/31/25. Enrollment is required. Visit BDO Website, search HUAWEI for T&Cs DTI230113 225361",ads,2025-07-17 12:44:53,BDO Deals,Verified_Brand,0
"Get P5K OFF on Samsung Galaxy Z Series pre-order when you BUY NOW PAY LATER at 0% interest up to 24 months via Lazada using your BDO Credit Card.

Pre-order until July 31, 2025.

1st installment will be billed on your next SOA from transaction date. Visit the BDO Website & search Lazada for T&Cs DTI230626",ads,2025-07-18 14:44:42,BDO Deals,Verified_Brand,0
"30% OFF w/ BDO Cards at Gap, Old Navy & Banana Republic in-store and online! Use code BDODEALS til 7/31. 

Search Gap at BDO web for T&C. DTI224181",ads,2025-07-21 10:05:58,BDO Deals,Verified_Brand,0
"LAST CHANCE TO GET UP TO P6K CASHBACK!

Enroll Promo ID 432A4649AA and keep using your BDO Credit Card anywhere until July 31:

P200K = P6K Cashback
P100K = P2.5K Cashback
P40K = P1K Cashback
Min of P1K per transaction

For T&Cs, visit deals .bdo .com .ph and search SPEND ANYWHERE. DTI225361",ads,2025-07-21 11:22:00,BDO Deals,Verified_Brand,0
"Mayroon ka bang mga tanong or kailangan ng tulong sa iyong GFiber Prepaid account?

I-chat lang ang Globe AT HOME sa Facebook Messenger o buksan ang GlobeOne app at i-tap ang Help > choose your GFiber Prepaid account > GFiber Prepaid concerns. Salamat!",ads,2025-07-14 18:36:05,GLOBEATHOME,Verified_Brand,0
"Kung may concerns ka sa internet connection, subukan mag-basic troubleshooting sa GlobeOne app bago mag-request ng repair. I-tap ang Help > choose your GFiber Prepaid account > GFiber Prepaid concerns > Troubleshoot my device.

Tandaan na hindi ka makaka-request ng repair kung wala kang active na UNLISurf promo. Salamat!",ads,2025-07-16 18:49:26,GLOBEATHOME,Verified_Brand,0
"I-download ang GlobeOne app mula sa App Store or Google Play to get the best experience for your GFiber Prepaid account!

Pwede kang bumili ng UNLISurf promos, mag-monitor ng iyong data usage, and get support via Help sa GlobeOne app.

Kung ibang channels ang gamit mo, maaari ka din mag-load via GCash o sa inyong suking tindahan para tuloy tuloy ang pag-surf with your GFiber Prepaid account.",ads,2025-07-18 10:17:35,GLOBEATHOME,Verified_Brand,0
"Kumusta? May concerns ka ba lately? If you want to know more about GFiber Prepaid o kung may concern ka sa iyong account, pumunta lang sa GlobeOne app at i-tap ang Help > choose GFiber Prepaid account > GFiber Prepaid concerns > View FAQs.",ads,2025-07-21 10:37:52,GLOBEATHOME,Verified_Brand,0
"Join our Apple Academy Ambassador training on July 22 to 24 & 29 to 31, 2025 at Discovery Suites, Pasig. 

Inquire at basecamp@powermaccenter.com. 

*Fee applies.",ads,2025-07-14 15:32:06,PMC,Verified_Brand,0
"Join our 3D & AR iPad workshop on Aug 16, 1:30PM at SM Seaside Cebu, Cube Wing, 3/F. 

Register at basecamp@powermaccenter.com. 

*Fee applies.",ads,2025-07-15 14:07:45,PMC,Verified_Brand,0
Stay always connected! Check your balance regularly and stay up-to-date with the latest offers via the Smart App!,ads,2025-06-05 10:19:36,SMART,Verified_Brand,0
"Sorry, postpaid subscribers are not allowed to use this Service. Please call Customer Care Hotline at *888 for assistance.",ads,2025-06-05 10:21:07,SMART,Verified_Brand,0
"Apply for a Postpaid Plan anytime, anywhere at the new Smart Online Store!
 
Be among the first to get SIM-Only Plan 799 online: enjoy 115 GB of data (100 GB 5G + 15 GB open access) plus an extra 7.5 GB open-access data for 6 months, Unli Calls & Texts, landline calls, and a Netflix Mobile subscription, all for just P799/month.
 
Visit the Smart Online Store to apply! T&Cs apply. DTI#210633",ads,2025-06-22 13:20:11,SMART,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest up to 24 months term in all MemoXpress stores with your BDO Credit Card!

Enjoy 10% OFF on select accessories with any smartphone purchase until June 30, 2025. The first installment will be billed on your next SOA. Visit BDO Website and search MEMOXPRESS for T&Cs DTI220512",ads,2025-06-03 10:07:45,BDO Deals,Verified_Brand,0
"Get up to 1K Cashback on Shopee 6.6 w/ BDO Credit Cards! 3K min spend on Jun 5-7. Enroll Promo ID 432A4649AA

Search Shopee 6.6 on BDO website for T&C.DTI218525",ads,2025-06-04 11:46:46,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at the Lazada 6.6 Sale until 06/08/2025!

Avail 0% interest up to 12 months w/ your BDO Credit Card at Samsung, Huawei, TCL, Fujidenzo, Midea & more.

Choose 0% installment as payment method & select term. BUY NOW PAY LATER is available year-round.

Visit BDO website for T&Cs. DTI208437",ads,2025-06-05 17:04:13,BDO Deals,Verified_Brand,0
Get up to 17% or P1.5K OFF on Lazada w/ BDO Credit Cards (8pm Jun 5-8). Use vouchers w/ min P5K spend. Search Lazada 6.6 at deals .bdo .com ph for T&C.DTI226744,ads,2025-06-05 17:36:49,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest up to 24 mos at Gigahertz with your BDO Credit Card!

Enjoy deals worth up to P30K until 6/30/25 + spend anywhere & earn up to P6K Cashback until 7/31/25. Enrollment is required. 1st installment will be billed on your next SOA. Visit BDO Website for T&Cs. DTI223135, 225361",ads,2025-06-09 09:56:36,BDO Deals,Verified_Brand,0
"Up to P3,000 EXTRA savings at SM 3-Day Sale with your BDO Credit Card!

Shop at SM Store & SM Retail stores:
10% OFF on BUY NOW PAY LATER
5% OFF on straight purchase

Promo runs on:
June 12-15: SM Quiapo
June 13-15: SM Cubao, Estancia, and Makati

Search SM 3-Day Sale at BDO website for T&Cs. DTI212725",ads,2025-06-11 08:36:06,BDO Deals,Verified_Brand,0
"Best Deals for Dad w/ BDO Cards! Up to 40% OFF on Dining, Shopping & Travel.

Search Father's Day Deals on deals .bdo .com .ph for offers & DTI-approved T&C",ads,2025-06-11 16:38:43,BDO Deals,Verified_Brand,0
"Enjoy exclusive preview sale on limited edition seasonal pieces at Roger Vivier Boutique, Greenbelt 3, Makati on June 15 -17, 2025. Buy Now Pay Later at 0% interest for up to 12 months with your BDO Credit Card. RSVP to 09171474688. Visit BDO Website, Deals, search Roger Vivier for T&Cs. DTI208437, 226498",ads,2025-06-13 11:11:21,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest up to 24 months & get up to P23K OFF at Power Mac Center & The Loop w/ your BDO Credit Card!

Plus, spend anywhere & earn up to P6K Cashback until 7/31/25. Enrollment is required. 1st installment will be billed on your next SOA. Visit BDO Website for T&Cs. DTI226479 225361",ads,2025-06-16 09:55:13,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest up to 36 months at BSD International, Techno Kid & more w/ your BDO Credit Card! Get P500 OFF + FREE speaker w/ P25K min spend until 06/30/25. Plus, spend anywhere & earn up to P6K Cashback until 07/31/25. Enrollment is required. Visit BDO Website for T&Cs DTI216271 225361",ads,2025-06-17 08:59:42,BDO Deals,Verified_Brand,0
"BUY NOW PAY LATER at 0% interest at Power Mac Center, Samsung, Silicon Valley, Octagon Computer, Huawei, Beyond the Box, Fonestyle, MemoXpress & more w/ your BDO Credit Card!

Plus, spend anywhere & earn up to P6K Cashback until 7/31/25. Enrollment is required. Visit BDO website for T&Cs. DTI208437 225361",ads,2025-06-17 09:38:27,BDO Deals,Verified_Brand,0
"Transfer your card balances from other banks to your BDO Credit Card and pay on installment at 0.42% monthly add-on rate for up to 60 mos. term. Plus, pay 2 months later!

To apply, use PROMO ID 432A4649AA
-Log in to BDO Pay or BDO Online app>Installment Offers>Balance Transfer>Balance Transfer Low Rate>Apply Now
-Visit BDO website>Deals>Balance Transfer Low Rate>Apply Now

OR Call (02) 8667-1680

Offer is until Jun 30, 2025. T&Cs & fees apply. DTI222912",ads,2025-06-17 13:28:24,BDO Deals,Verified_Brand,0
"The Great BDO Travel Sale-Manila is still ON! Book exclusive fares from EVA Air, Qatar Airways, JAL, Emirates, Asiana Airlines, Turkish Airlines, Air France, Thai Airways, Air Canada, Qantas, Vietnam Airlines, Starlux, Air China & more as low as USD404 (Economy) & USD2,880 (Business) to USA, USD563 (Economy) & USD2,051 (Business) to Europe. Promo til 6/30/25 unless specified. Visit www. bdo. com. ph/ travel for more details. T&Cs apply. DTI226035,226078",ads,2025-06-18 09:49:40,BDO Deals,Verified_Brand,0
"Convert recent purchases on your BDO Credit Card of at least P3K or USD200 to installment w/ a LOW 0.49% monthly add-on rate for up to 24 months term!

Apply online & use PROMO ID 432A4649AA
- Log in to BDO Pay/BDO Online app>select your Credit Card>Installment Offers>Purchase Convert>Purchase Convert Low Rate
- Visit the BDO website>Deals>search Purchase Convert Low Rate

Offer is until Aug 31, 2025. T&Cs & Availment Fee of P100 or USD5 apply. DTI226307",ads,2025-06-18 13:52:38,BDO Deals,Verified_Brand,0
"Celebrate DAD this month with fine italian jewelry, watches, and leather goods from Bvlgari. Enjoy exclusive shopping experience and BUY NOW PAY LATER at 0% interest for up to 24 months with your BDO Credit Card. Promo runs until June 30, 2025. Visit BDO Website, Deals, search Bvlgari for T&Cs. DTI208437",ads,2025-06-19 11:28:10,BDO Deals,Verified_Brand,0
"Get 12% or up to P1,500 OFF on Klook w/ BDO Credit Cards! Use code BDOWEEKEND until 7/27/25 (Fri-Sun). Search Klook at deals .bdo .com .ph for T&C. DTI221074",ads,2025-06-20 11:35:34,BDO Deals,Verified_Brand,0
"Hell0, Ikaw ang napiling manalo ng SUPER MEG@WIN at SUPER @CE  sa aming site! dahil  lagi kang TALO SA  nilalaruan mo. PAPANALUNIN KITA  NG MALAKI, MESSAGE MO LANG AKo, turuan kita ng STRATEGY, adjust ko  system para sayo!

FB/Messenger: Lewej Gomez (naka yellow swimsuit) ",smishing,2025-06-19 14:58:09,+6393118***16,Personal_Mobile,1
"To our valued Smart subscribers, as your trusted partner no matter the distance, we want you to know that Smart Cares.

From June 23 to 25, you can make FREE IDD calls from the Philippines to Iran and Israel to help you stay connected with your loved ones in times of crisis.

For more assistance, you may call our dedicated 24/7 Smart Emergency Support Line at +6388457799.",ads,2025-06-23 17:42:20,SMART,Verified_Brand,0
"To our valued Smart subscribers, as your trusted partner no matter the distance, we want you to know that Smart Cares.

From June 23 to 25, you can make FREE IDD calls from the Philippines to Iran and Israel to help you stay connected with your loved ones in times of crisis.

For more assistance, you may call our dedicated 24/7 Smart Emergency Support Line at +63288457799.",ads,2025-06-23 19:29:27,SMART,Verified_Brand,0
"BUY NOW, PAY 3 MOS. LATER at 0% interest up to 24 mos. at Abenson in-store & online, AbensonHome, Automatic Centre & Electroworld w/ your BDO Credit Card! Plus, get free item until 2/28/25:
P35K - Garment Steamer/Mini Home Theatre
P55K - Vacuum Cleaner/Hotpot & Griller
Visit BDO website for T&Cs DTI209767",ads,2025-01-02 10:00:09,BDO Deals,Verified_Brand,0
"Transfer card balances from other banks to your BDO Credit Card & pay on installment at 0.42% monthly add-on rate for up to 60 mos. Use PROMO ID 432A4649AA

To apply:
-Log in to BDO Online or BDO Pay app>Installment Offers>Balance Transfer>Balance Transfer Low Rate>Apply Now
-Visit BDO website>Deals>Balance Transfer Low Rate>Apply Now
-Call (02) 8667-1680

Offer is until Jan 31, 2025. Applicable rate subject to BDO approval. T&Cs & fees apply. DTI210432",ads,2025-01-22 09:49:08,BDO Deals,Verified_Brand,0
"The Great BDO Travel Sale-Manila continues! Book exclusive fares w/ BDO Cards via online, hotline or ticket office from EVA Air, Qatar Airways, JAL, Asiana Airlines, Turkish Airlines, Thai Airways, Starlux, Ethiopian Airlines & more as low as USD404 (Economy) & USD2,850 (Business) to USA, USD563 (Economy) & USD2,516 (Business) to Europe. Promo til 1/31/25, unless specified. Search The Great BDO Travel Sale-Manila on BDO website for T&C. DTI209850",ads,2025-01-22 09:58:09,BDO Deals,Verified_Brand,0
"Get CASH up to P82,000 with your BDO Credit Card & pay P2,647.06/month for 36 months at 0.45% monthly interest. 

Ways to avail:
- Visit BDO website, click Deals, search Rate Drop & click AVAIL NOW
- Log-in to BDO Pay App, tap Cash Installment > Avail Cash
- Visit any BDO Branch

Use Promo ID 432A4649AA.

Valid until 01/31/2025. Availment, amount & rate are subject to BDO approval. T&Cs & fees apply. DTI206390",ads,2025-01-22 11:56:01,BDO Deals,Verified_Brand,0
"Enjoy 0% interest for 3 months on Condition-Based Service at Autoallee BMW with your BDO Credit Card.

Offer is valid until March 31, 2025.

For promo details, visit BDO Website, click Deals and search 'Autoallee BMW'.

Terms and Conditions apply. DTI208437",ads,2025-01-23 11:42:37,BDO Deals,Verified_Brand,0
"Pre-order the new Samsung Galaxy S25 until Feb. 13 on BUY NOW, PAY LATER at 0% interest up to 36 mos w/ your BDO Credit Card! 

Plus, get Discounts & Cashback on 12, 24 or 36 mos term:
- 5% OFF at Samsung online 
- Up to P7.5K OFF at Samsung Experience Stores 
- Up to P7.5K Cashback on min spend (net of discounts) on any Samsung products

ENROLL in the Cashback promo w/ PROMO ID 432A4649AA by 2/28/25. Visit BDO website, search Samsung for T&Cs. DTI211072",ads,2025-01-24 10:47:35,BDO Deals,Verified_Brand,0
"Get up to P5K Cashback with your BDO Mastercard Credit Card for a cumulative spend on Retail and Dept Stores:
-P50K for P2.5K Cashback
-P100K for P5K Cashback
*Min. P2K per transaction

Enroll using Promo ID 432A4649AA
Promo runs 02/01-03/31/25.

For T&Cs, search Shopping Cashback on BDO Web. DTI212649.",ads,2025-01-31 11:17:39,BDO Deals,Verified_Brand,0
"Save your card and get P200 OFF on GrabFood w/ your BDO Mastercard Credit Card.

-Place an order on GrabFood for a min. single-receipt of P1K
-Save your Card as preferred payment option
-Use code BDOMC200 upon checkout, 1x use

Promo runs til 02/15

For T&Cs, visit the BDO web & search BDOMC200. DTI210713",ads,2025-02-03 08:52:33,BDO Deals,Verified_Brand,0
"BUY NOW, PAY 3 MOS. LATER at 0% interest up to 24 mos. at Abenson in-store & online, AbensonHome, Automatic Centre & Electroworld w/ your BDO Credit Card! Plus, get free item until 2/28/25:
P35K - Garment Steamer/Mini Home Theatre
P55K - Vacuum Cleaner/Hotpot & Griller
Visit BDO website for T&Cs DTI209767",ads,2025-02-03 11:14:42,BDO Deals,Verified_Brand,0
